epoch,train_loss,train_acc,test_loss,test_acc
1,0.6871081554570709,0.5375000238418579,0.6680977821437583,0.6200000047683716
2,0.6551209700969429,0.6500000357627869,0.74458491248243,0.47999998927116394
3,0.6612915283204822,0.550000011920929,0.6706333980882622,0.550000011920929
4,0.6121193219805173,0.7250000238418579,0.6327112756313338,0.7299999594688416
5,0.6100018767223099,0.6875,0.6238952262024161,0.7199999690055847
6,0.5959492356213268,0.7250000238418579,0.6272282784714008,0.6299999952316284
7,0.5692661497263728,0.800000011920929,0.6522021236148215,0.5899999737739563
8,0.567140148698714,0.737500011920929,0.6500102232514468,0.6100000143051147
9,0.5578914623842997,0.737500011920929,0.6200159761800766,0.6399999856948853
10,0.5379881176147289,0.7875000238418579,0.596496240502212,0.699999988079071
11,0.5285742709264157,0.8125,0.5886039416576299,0.7400000095367432
12,0.5245530846916209,0.7750000357627869,0.5861338118350785,0.7099999785423279
13,0.5109556016271508,0.8125,0.5925332391877933,0.7099999785423279
14,0.49747635320836886,0.8500000238418579,0.6050465739660925,0.6699999570846558
15,0.49142152211242274,0.8375000357627869,0.6072373791103413,0.6699999570846558
16,0.4841661172185321,0.8375000357627869,0.5945434046492717,0.7199999690055847
17,0.4720010681212073,0.862500011920929,0.5790802390193094,0.7299999594688416
18,0.4616764132113833,0.875,0.5708030384805375,0.7400000095367432
19,0.4556372315028778,0.8375000357627869,0.5686335670905365,0.7400000095367432
20,0.4478433586503977,0.8500000238418579,0.5711438746455845,0.75
21,0.4373319535498145,0.862500011920929,0.5786920546797749,0.7099999785423279
22,0.4291431455090723,0.875,0.5854400891907839,0.699999988079071
23,0.423205557438461,0.862500011920929,0.5841845948438957,0.7099999785423279
24,0.4156840763873051,0.862500011920929,0.5763182677162542,0.7199999690055847
25,0.40701665074315835,0.875,0.5690443113901141,0.75
26,0.4002555184370071,0.875,0.5661615880068461,0.7400000095367432
27,0.3947195927054823,0.887499988079071,0.5671694085071555,0.7400000095367432
28,0.38786765826074765,0.887499988079071,0.5717094778059126,0.7299999594688416
29,0.38069830574389807,0.887499988079071,0.5780561743168876,0.7199999690055847
30,0.3750527331694081,0.9000000357627869,0.5815784639769386,0.7199999690055847
31,0.3697972545319995,0.9125000238418579,0.579742264412851,0.7299999594688416
32,0.3636236593781644,0.925000011920929,0.5752511979362728,0.7299999594688416
33,0.35758560379178617,0.9125000238418579,0.5721818009771747,0.7400000095367432
34,0.35258772636614966,0.925000011920929,0.5720339231212203,0.7400000095367432
35,0.3475788070347663,0.925000011920929,0.5746541790456601,0.7299999594688416
36,0.3419759915056814,0.925000011920929,0.5792854359669788,0.7299999594688416
37,0.336743608683085,0.9375,0.583542816683255,0.7199999690055847
38,0.33214596988196,0.949999988079071,0.5847491774625089,0.7199999690055847
39,0.3273635129598252,0.949999988079071,0.582930133622778,0.7299999594688416
40,0.3223229512477495,0.949999988079071,0.5805772968598817,0.7299999594688416
41,0.3176952943175192,0.949999988079071,0.5798247503770899,0.75
42,0.3134223967612781,0.9375,0.5812735677460467,0.75
43,0.30895596824353655,0.9375,0.5845956256862402,0.7199999690055847
44,0.30445246940045995,0.949999988079071,0.5885285793117135,0.7400000095367432
45,0.30031980633439775,0.9625000357627869,0.5911335293342931,0.7400000095367432
46,0.2963477246191415,0.9625000357627869,0.5914614899070657,0.7400000095367432
47,0.2922472605018508,0.9625000357627869,0.5904940585535223,0.7400000095367432
48,0.28823433016447647,0.9625000357627869,0.5899726287333885,0.75
49,0.28449741380616494,0.9625000357627869,0.5909366931138295,0.7400000095367432
50,0.2808149409787705,0.9625000357627869,0.5934832245288506,0.7400000095367432
51,0.277068992021034,0.9625000357627869,0.5969509951623387,0.7299999594688416
52,0.2734572658055649,0.9625000357627869,0.6000761677968725,0.7199999690055847
53,0.27002682914737014,0.9625000357627869,0.6017939424176946,0.7199999690055847
54,0.26660383602882975,0.9625000357627869,0.6021799416446711,0.7199999690055847
55,0.2631794644107682,0.9625000357627869,0.6022874390403911,0.7199999690055847
56,0.25989114504315197,0.9625000357627869,0.6031537868948915,0.7199999690055847
57,0.25671361579689506,0.9625000357627869,0.6051830081921183,0.7199999690055847
58,0.2535350060797554,0.9625000357627869,0.6081192218846423,0.7199999690055847
59,0.25039633156923546,0.9625000357627869,0.6111895844650003,0.7099999785423279
60,0.24737615334891558,0.9625000357627869,0.6135200926723077,0.7099999785423279
61,0.2444215414007161,0.9625000357627869,0.6147985749215173,0.7099999785423279
62,0.24147783843657794,0.9625000357627869,0.6155030220220049,0.7099999785423279
63,0.238596478629096,0.9625000357627869,0.6164231511183431,0.7199999690055847
64,0.23580768398278515,0.9625000357627869,0.6180705688417794,0.7099999785423279
65,0.23305931084893486,0.9625000357627869,0.6204595484320286,0.699999988079071
66,0.23033488200637678,0.9625000357627869,0.623163901182873,0.6899999976158142
67,0.2276770656802678,0.9625000357627869,0.6255576061700461,0.6899999976158142
68,0.22508619800624838,0.9625000357627869,0.6272388521023762,0.6899999976158142
69,0.2225246565472232,0.9625000357627869,0.6283279821789043,0.6899999976158142
70,0.2199974014680156,0.9625000357627869,0.6293230891358249,0.6899999976158142
71,0.2175306298585553,0.9625000357627869,0.6306935993058616,0.6899999976158142
72,0.21511135761950168,0.9625000357627869,0.6326015848624778,0.6899999976158142
73,0.2127183294768599,0.9625000357627869,0.6348609561605981,0.6899999976158142
74,0.21036430906468806,0.9625000357627869,0.6370671357767511,0.6899999976158142
75,0.20806122512256142,0.9625000357627869,0.6388596916410398,0.6899999976158142
76,0.20579406268384962,0.9625000357627869,0.6401766588736804,0.6899999976158142
77,0.2035546528079385,0.9625000357627869,0.6412761846958975,0.6899999976158142
78,0.2013550633253768,0.9625000357627869,0.6425151319448648,0.6899999976158142
79,0.19919740511384193,0.9625000357627869,0.6441063547818271,0.6899999976158142
80,0.19706966214681565,0.9625000357627869,0.6460173880263804,0.6899999976158142
81,0.1949710597826816,0.9625000357627869,0.6480166199183915,0.6899999976158142
82,0.19290986531763102,0.9625000357627869,0.6498273314451892,0.6899999976158142
83,0.19088338332008836,0.9625000357627869,0.6513147945253759,0.6899999976158142
84,0.18888408398451884,0.9625000357627869,0.6525703511207676,0.699999988079071
85,0.18691423327320494,0.9625000357627869,0.6538240107693332,0.699999988079071
86,0.18497795398975658,0.9625000357627869,0.6552755025886898,0.699999988079071
87,0.1830710550390452,0.9625000357627869,0.6569772506932651,0.699999988079071
88,0.1811896296193461,0.9625000357627869,0.6588222833991777,0.699999988079071
89,0.1793365078696925,0.9625000357627869,0.6606228639049675,0.699999988079071
90,0.17751298194866288,0.9625000357627869,0.6622352233656669,0.699999988079071
91,0.1757153256515055,0.9750000238418579,0.6636520331575427,0.699999988079071
92,0.1739421016919642,0.9750000238418579,0.6649940309240081,0.699999988079071
93,0.1721954585666866,0.9750000238418579,0.6664149821713323,0.699999988079071
94,0.1704750517654516,0.9750000238418579,0.668001090308307,0.6899999976158142
95,0.16877813957474164,0.987500011920929,0.6697277335225481,0.6899999976158142
96,0.16710451565648207,0.987500011920929,0.6714858742864914,0.6899999976158142
97,0.1654554735259134,0.987500011920929,0.6731563916533054,0.6899999976158142
98,0.16383001819410248,0.987500011920929,0.6746866677156453,0.6899999976158142
99,0.1622264258742371,0.987500011920929,0.6761187861246335,0.6899999976158142
100,0.1606449318068576,0.987500011920929,0.6775515322504948,0.6899999976158142
